Mal_id,Score,Genres,Themes,Demographics
187,7.89,"['Action','Drama','Romance']","['Racing']","['Seinen']"
10080,7.89,"['Comedy','Romance','Supernatural']","['Harem','Otaku Culture']","['Shounen']"
39195,7.88,"['Drama','Slice of Life']","['Anthropomorphic','Psychological','School']","['Shounen']"
12113,7.88,"['Action','Adventure','Drama','Fantasy','Horror','Supernatural']","['Gore','Military','Mythology']","['Seinen']"
10012,7.88,"['Comedy','Supernatural']","['Parody']","[]"
780,7.88,"['Adventure','Comedy','Mystery']","['Detective']","['Shounen']"
49320,7.88,"['Mystery']","['Detective']","['Shounen']"
50364,7.88,"['Action','Adventure','Fantasy','Romance']","['Historical','Martial Arts']","[]"
35075,7.88,"['Comedy','Fantasy','Supernatural']","['Mythology']","['Seinen']"
42076,7.88,"['Horror','Supernatural']","['Music']","[]"
1695,7.88,"['Drama','Slice of Life']","['Historical']","['Shoujo']"
4985,7.88,"['Action','Comedy','Drama','Sci-Fi']","['Mahou Shoujo']","[]"
25161,7.88,"['Adventure','Fantasy']","[]","['Shounen']"
6007,7.88,"['Adventure','Fantasy','Romance']","['Adult Cast','Historical']","[]"
38201,7.88,"['Comedy']","['Gag Humor','Parody']","[]"
11123,7.88,"['Boys Love','Comedy','Drama','Romance']","[]","[]"
20371,7.88,"['Boys Love','Comedy','Drama','Romance']","[]","[]"
20057,7.88,"['Comedy','Sci-Fi']","['Adult Cast','Space']","[]"
9941,7.88,"['Action','Comedy','Mystery']","['Adult Cast','Super Power']","[]"
6377,7.88,"['Comedy']","['Gag Humor','Parody','School']","['Shounen']"
30885,7.87,"['Comedy','Fantasy']","['Mythology']","['Shounen']"
2605,7.87,"['Comedy']","['Gag Humor','Parody','School']","['Shounen']"
26123,7.87,"['Comedy']","['Gag Humor','School']","['Shounen']"
22,7.87,"['Sports']","['School']","['Shounen']"
6582,7.87,"['Comedy']","['Parody','Super Power']","['Seinen']"
6505,7.87,"['Comedy','Romance']","['Anthropomorphic']","[]"
949,7.87,"['Action','Comedy','Drama','Sci-Fi']","['Mecha','Military','Space']","['Shounen']"
49587,7.87,"['Comedy','Slice of Life','Supernatural']","['Mythology']","[]"
9513,7.87,"['Action','Comedy','Supernatural']","['Childcare','Delinquents','Mythology','School']","['Shounen']"
532,7.87,"['Drama','Romance']","['Mahou Shoujo']","['Shoujo']"
8408,7.87,"['Action','Comedy','Supernatural']","[]","[]"
30415,7.87,"['Drama','Sports']","['School']","[]"
30745,7.87,"[]","['Music']","[]"
18429,7.87,"['Action','Comedy','Mystery']","[]","['Shounen']"
15039,7.86,"['Drama','Slice of Life','Supernatural']","[]","[]"
49052,7.86,"['Sports']","['Team Sports']","['Seinen']"
269,7.86,"['Action','Adventure','Fantasy']","[]","['Shounen']"
46352,7.86,"['Drama','Slice of Life']","['School','Visual Arts']","['Seinen']"
2761,7.86,"['Drama','Sci-Fi']","['Mecha','Space']","[]"
37150,7.86,"['Action','Adventure','Fantasy','Romance']","['Historical','Martial Arts','Reincarnation']","[]"
39164,7.86,"[]","['Music']","[]"
23289,7.86,"['Comedy','Romance']","['Otaku Culture','School']","[]"
36028,7.86,"['Action','Adventure']","['Historical']","['Seinen']"
29093,7.86,"['Drama']","[]","[]"
14175,7.86,"['Drama']","['Workplace']","[]"
37029,7.86,"['Comedy','Fantasy','Supernatural']","['Mythology']","['Seinen']"
429,7.86,"['Comedy','Drama']","[]","['Shoujo']"
24471,7.86,"['Comedy','Fantasy','Supernatural']","['Mythology']","['Seinen']"
49893,7.86,"['Fantasy','Slice of Life']","[]","[]"
28725,7.86,"['Drama','Romance']","['Performing Arts','School']","[]"
34021,7.86,"['Action','Adventure','Drama']","['Adult Cast']","['Seinen']"
42745,7.86,"['Comedy','Slice of Life']","['Mahou Shoujo']","[]"
25517,7.86,"['Adventure','Comedy','Romance']","[]","['Shounen']"
37765,7.86,"['Action','Drama','Sci-Fi']","['Mecha','Military','Space']","[]"
569,7.86,"['Comedy','Sci-Fi']","['Adult Cast','Military','Parody','Space']","[]"
18397,7.86,"['Action','Drama']","['Gore','Survival']","['Shounen']"
32093,7.86,"['Slice of Life']","['Iyashikei','School']","[]"
35507,7.86,"['Drama']","['Psychological','School']","[]"
23225,7.86,"['Comedy','Girls Love']","['CGDCT','Gag Humor']","[]"
322,7.85,"['Comedy','Drama','Romance','Slice of Life']","['Visual Arts']","['Josei']"
32547,7.85,"['Slice of Life']","['CGDCT','Iyashikei','School']","['Seinen']"
400,7.85,"['Action','Adventure','Comedy','Sci-Fi']","['Space']","[]"
17909,7.85,"['Comedy','Drama','Fantasy','Slice of Life']","['Mythology']","[]"
41923,7.85,"['Action','Comedy','Fantasy']","['Historical','Martial Arts']","[]"
40935,7.85,"['Drama','Slice of Life']","['Anthropomorphic','Psychological','School']","['Shounen']"
779,7.85,"['Adventure','Comedy','Mystery']","['Detective']","['Shounen']"
2623,7.85,"['Drama']","['Historical','Pets','Visual Arts']","[]"
40046,7.85,"['Mystery','Sci-Fi']","['Detective','Psychological']","[]"
249,7.85,"['Action','Adventure','Comedy','Fantasy','Romance','Supernatural']","['Historical','Mythology','Time Travel']","['Shounen']"
39534,7.85,"['Comedy','Supernatural']","['School']","['Shounen']"
5680,7.85,"['Comedy']","['CGDCT','Music','School']","[]"
9734,7.85,"['Comedy','Slice of Life']","['CGDCT','Music','School']","[]"
32380,7.85,"['Comedy','Fantasy']","['Isekai','Parody','Reincarnation']","[]"
4280,7.85,"['Action','Mystery','Supernatural','Suspense']","[]","[]"
31741,7.85,"['Action','Adventure','Fantasy']","[]","['Shounen']"
24921,7.84,"['Action','Sci-Fi']","[]","['Seinen']"
9465,7.84,"['Action','Fantasy']","['Adult Cast','Mecha','Military']","['Shounen']"
38770,7.84,"['Action','Comedy','Drama','Mystery']","['Detective']","['Shounen']"
35798,7.84,"['Action','Drama','Mystery']","['Detective']","[]"
2035,7.84,"['Drama','Romance','Slice of Life']","['Historical']","['Seinen']"
267,7.84,"['Action','Drama','Sci-Fi']","['Adult Cast','Gore','Organized Crime','Super Power']","['Seinen']"
40372,7.84,"['Sports']","['Team Sports']","['Shounen']"
6862,7.84,"['Comedy']","['CGDCT','Music','School']","[]"
48438,7.84,"['Fantasy','Slice of Life']","[]","['Shounen']"
4087,7.84,"['Action','Adventure']","[]","[]"
30952,7.84,"[]","['Racing']","['Seinen']"
34504,7.84,"['Comedy']","['Gag Humor','School']","['Shounen']"
4163,7.84,"['Comedy','Romance']","['Parody','School']","['Shounen']"
3588,7.84,"['Action','Comedy','Fantasy','Supernatural']","[]","['Shounen']"
849,7.84,"['Comedy','Mystery','Sci-Fi','Slice of Life']","['School']","[]"
12445,7.84,"['Horror','Mystery','Romance','Supernatural']","['School']","['Shounen']"
1921,7.84,"['Action','Adventure','Comedy','Drama','Romance','Sci-Fi']","[]","[]"
6586,7.84,"['Gourmet']","['School']","['Shoujo']"
795,7.83,"['Drama','Girls Love']","['Psychological','School']","['Shoujo']"
34745,7.83,"['Adventure','Comedy','Fantasy']","[]","['Shounen']"
33190,7.83,"['Drama','Sci-Fi']","[]","[]"
39575,7.83,"['Adventure','Drama','Fantasy','Slice of Life']","['Childcare','Mythology']","[]"
10521,7.83,"['Comedy']","['Romantic Subtext','Workplace']","['Seinen']"
12403,7.83,"['Comedy','Girls Love']","['CGDCT','Gag Humor','School']","[]"
32998,7.83,"['Action','Drama']","['Historical','Organized Crime']","[]"
40215,7.83,"['Comedy','Slice of Life']","['Anthropomorphic','Workplace']","[]"
42847,7.83,"['Drama','Sci-Fi']","['Music','School']","[]"
388,7.83,"[]","['Racing']","['Shounen']"
38990,7.83,"['Drama','Supernatural']","['Historical','Isekai','Mythology']","[]"
12893,7.83,"['Comedy']","['Gag Humor','School']","['Shounen']"
41461,7.83,"['Comedy','Romance','Sci-Fi']","['Harem','Mecha','School']","[]"
4872,7.83,"['Comedy']","['Gag Humor','Parody','School']","['Shounen']"
3604,7.83,"['Comedy','Slice of Life']","['CGDCT','Iyashikei','School','Visual Arts']","['Seinen']"
2828,7.83,"['Adventure','Drama','Slice of Life']","['Historical']","['Kids']"
2762,7.83,"['Action','Adventure','Comedy','Romance']","['School']","['Shoujo']"
33489,7.83,"['Adventure','Comedy','Fantasy']","['School']","[]"
40082,7.83,"['Action','Adventure','Comedy','Mystery']","['Adult Cast']","['Seinen']"
1485,7.82,"['Comedy','Drama']","['Childcare']","['Shoujo']"
9724,7.82,"['Action','Fantasy']","['Adult Cast','Mecha','Military']","['Shounen']"
31478,7.82,"['Action','Comedy','Mystery','Supernatural']","['Super Power']","['Seinen']"
40262,7.82,"['Sports']","['School','Team Sports']","['Shounen']"
7645,7.82,"['Action','Comedy','Fantasy','Slice of Life']","['School']","['Shoujo']"
253,7.82,"['Comedy','Slice of Life']","['Gag Humor','School']","[]"
16916,7.82,"['Sports']","['School','Team Sports']","['Shounen']"
23293,7.82,"['Action','Adventure','Drama']","['Adult Cast']","['Seinen']"
36796,7.82,"['Comedy','Mystery','Supernatural']","['Vampire']","[]"
40858,7.82,"['Action','Sci-Fi']","['Adult Cast','Detective','Psychological']","[]"
9088,7.82,"['Action','Adventure','Drama','Fantasy']","['Mythology']","[]"
23777,7.82,"['Action','Drama']","['Gore','Survival']","['Shounen']"
1172,7.82,"['Adventure','Comedy','Fantasy']","['Mythology']","['Shounen']"
890,7.82,"['Adventure','Sci-Fi']","['Mecha']","['Shounen']"
1729,7.81,"['Drama','Girls Love','Slice of Life']","['School']","[]"
8038,7.81,"['Comedy','Romance']","['Adult Cast','Music']","['Josei']"
15771,7.81,"['Comedy','Slice of Life']","[]","['Seinen']"
397,7.81,"['Action','Romance','Sci-Fi']","['Military','Space']","[]"
29830,7.81,"['Comedy','Drama','Slice of Life']","['CGDCT','Iyashikei']","[]"
202,7.81,"['Action','Adventure','Drama','Fantasy','Mystery','Sci-Fi']","[]","[]"
34375,7.81,"['Drama','Fantasy','Slice of Life']","['Mahou Shoujo']","[]"
41674,7.81,"['Fantasy','Sci-Fi','Slice of Life']","['Iyashikei']","['Shounen']"
21185,7.81,"['Sports']","['School']","['Shounen']"
1472,7.81,"['Action','Comedy','Mystery']","[]","['Shounen']"
2450,7.81,"['Comedy','Sci-Fi']","[]","['Seinen']"
1366,7.81,"['Adventure','Comedy','Mystery']","['Detective']","['Shounen']"
7304,7.81,"['Adventure','Mystery']","[]","[]"
9563,7.81,"['Comedy','Slice of Life']","['CGDCT','Iyashikei','School','Visual Arts']","['Seinen']"
12413,7.81,"['Action','Adventure']","['Organized Crime']","['Seinen']"
34451,7.81,"['Action','Comedy','Fantasy','Supernatural']","['Super Power','Vampire']","['Shounen']"
14349,7.81,"['Adventure','Comedy','Fantasy']","['School']","[]"
6351,7.8,"['Drama','Romance']","['School']","[]"
22097,7.81,"['Action','Adventure','Fantasy']","[]","['Shounen']"
10029,7.8,"['Romance']","['Historical','School']","['Shoujo']"
1505,7.8,"['Adventure','Comedy','Mystery']","['Detective']","['Shounen']"
37033,7.8,"['Comedy','Gourmet','Slice of Life']","['Iyashikei']","[]"
2321,7.8,"['Action','Drama','Sci-Fi']","['Mecha','Super Power']","['Shounen']"
1491,7.8,"['Adventure','Drama','Sci-Fi']","['Space']","[]"
468,7.8,"['Sci-Fi']","['Adult Cast','Detective','Mecha','Military','Psychological']","[]"
451,7.8,"['Action','Adventure','Comedy','Drama','Fantasy','Romance','Supernatural']","['Historical','Mythology','Time Travel']","['Shounen']"
254,7.8,"['Comedy','Slice of Life']","['Gag Humor']","[]"
3782,7.8,"['Action','Mystery','Romance','Supernatural','Suspense']","[]","[]"
97,7.8,"['Action','Adventure','Sci-Fi']","[]","[]"
4472,7.8,"['Comedy']","['CGDCT','School']","[]"
5310,7.8,"['Action','Romance','Sci-Fi']","['Mecha','Military','Music','Space']","[]"
20815,7.8,"['Boys Love','Comedy','Romance']","[]","[]"
49200,7.8,"['Drama','Fantasy']","['Super Power','Time Travel']","[]"
36106,7.8,"['Action','Drama']","[]","[]"
22319,7.8,"['Action','Fantasy','Horror']","['Gore','Psychological']","['Seinen']"
44218,7.8,"['Sci-Fi']","[]","[]"
2273,7.79,"['Action','Drama','Sci-Fi']","['Mecha','Military','Space']","[]"
2143,7.79,"['Action','Adventure','Drama','Fantasy']","['Mythology']","['Shoujo']"
7588,7.79,"['Drama','Mystery']","['Adult Cast','Historical','Samurai']","['Seinen']"
36702,7.79,"['Action','Drama']","['Gore','Survival']","['Shounen']"
45055,7.79,"['Comedy','Romance','Slice of Life']","['Historical']","['Shounen']"
9252,7.79,"['Action','Fantasy']","['Adult Cast','Mecha','Military']","['Shounen']"
4447,7.79,"['Adventure','Comedy','Mystery']","['Detective']","['Shounen']"
29787,7.79,"['Comedy']","['CGDCT','Iyashikei','Workplace']","[]"
33280,7.79,"['Comedy']","['CGDCT','Iyashikei','Workplace']","[]"
29095,7.79,"['Drama','Romance']","['Harem','Psychological']","[]"
35082,7.79,"['Drama']","['Music','Performing Arts','School']","[]"
21877,7.79,"['Comedy']","['Love Polygon','Romantic Subtext','School','Video Game']","['Seinen']"
36593,7.79,"['Action','Fantasy']","['Mahou Shoujo']","['Shoujo']"
43691,7.79,"['Drama']","['Performing Arts','School']","['Seinen']"
33263,7.79,"['Drama','Mystery','Supernatural']","[]","[]"
1425,7.79,"['Action','Adventure','Comedy','Mystery']","['Adult Cast']","['Seinen']"
32871,7.79,"['Comedy','Sports']","['Team Sports']","['Shounen']"
48553,7.78,"['Slice of Life']","['School']","[]"
42344,7.78,"[]","['Music']","[]"
37873,7.78,"['Comedy']","['Music']","[]"
6768,7.78,"['Action']","['Mecha','Military','Super Power']","[]"
8142,7.78,"['Drama','Slice of Life','Supernatural']","[]","[]"
2397,7.78,"['Adventure','Comedy','Sci-Fi']","[]","['Kids']"
1824,7.78,"['Drama']","['Historical']","[]"
40956,7.78,"['Action','Supernatural']","[]","['Shounen']"
15809,7.78,"['Comedy','Fantasy','Romance','Supernatural']","['Mythology']","[]"
5630,7.78,"['Mystery','Romance','Sci-Fi','Suspense']","[]","[]"
20431,7.78,"['Comedy','Fantasy','Supernatural']","['Mythology']","['Seinen']"
5781,7.78,"['Action','Comedy','Fantasy','Ecchi']","['Harem','Isekai','Mecha','School']","[]"
570,7.78,"['Drama','Romance']","['Adult Cast','Detective','Military','Psychological']","[]"
19111,7.78,"['Slice of Life']","['Idols (Female)','Music','School']","[]"
6115,7.78,"['Action','Adventure','Comedy','Mystery']","[]","['Shounen']"
8310,7.78,"['Adventure','Comedy','Romance']","[]","['Shounen']"
875,7.78,"['Adventure','Avant Garde','Comedy','Romance']","['Adult Cast','Psychological']","[]"
28881,7.78,"[]","['Racing']","['Seinen']"
30727,7.78,"['Comedy','Romance','Ecchi']","['Harem','Otaku Culture','School']","[]"
40814,7.78,"['Comedy']","['Gag Humor','School']","['Shounen']"
17949,7.78,"[]","['Music']","[]"
16870,7.78,"['Action','Adventure','Fantasy','Romance']","[]","['Shounen']"
30902,7.78,"['Comedy','Girls Love']","['CGDCT','Gag Humor']","[]"
7044,7.78,"['Comedy']","['Gag Humor','Parody','School']","['Shounen']"
3750,7.77,"['Girls Love','Slice of Life']","['School']","['Shoujo']"
19613,7.77,"['Action']","['Racing']","['Seinen']"
1376,7.77,"['Comedy','Fantasy']","[]","['Shoujo']"
44196,7.77,"['Action','Fantasy']","['Historical','Martial Arts']","[]"
10119,7.77,"['Comedy']","['Gag Humor','School']","['Shounen']"
10083,7.77,"['Horror','Mystery','Supernatural','Suspense']","['Psychological','Vampire']","[]"
5005,7.77,"['Comedy']","['Gag Humor','Parody','Super Power']","['Seinen']"
38850,7.77,"['Action','Fantasy']","['Mahou Shoujo']","['Shoujo']"
21867,7.77,"['Adventure','Comedy','Mystery']","['Detective']","['Shounen']"
30123,7.77,"['Drama','Fantasy','Romance']","[]","['Shoujo']"
35320,7.77,"['Fantasy','Romance']","['Mahou Shoujo']","['Shoujo']"
35120,7.77,"['Action','Avant Garde','Horror','Supernatural']","['Gore','Mythology']","[]"
552,7.77,"['Action','Adventure','Comedy','Fantasy']","['Isekai']","['Kids']"
1571,7.77,"['Horror','Mystery','Supernatural']","[]","['Shoujo']"
35806,7.77,"['Sports']","['School','Team Sports']","['Shounen']"
49738,7.77,"['Drama']","['Historical','Samurai']","[]"
11237,7.77,"['Comedy','Slice of Life']","['CGDCT','Iyashikei','School','Visual Arts']","['Seinen']"
3545,7.77,"['Comedy','Slice of Life']","['Adult Cast','Detective','Gag Humor']","[]"
11887,7.77,"['Drama','Romance','Supernatural']","['Love Polygon','School']","[]"
13203,7.77,"['Action','Adventure','Comedy','Ecchi']","['Adult Cast','Samurai']","['Seinen']"
40854,7.76,"['Comedy']","['Music']","[]"
1473,7.76,"['Action','Comedy','Mystery']","[]","['Shounen']"
8609,7.76,"['Adventure','Comedy','Mystery']","['Detective']","['Shounen']"
2471,7.76,"['Adventure','Comedy','Fantasy','Sci-Fi']","['Anthropomorphic']","['Kids','Shounen']"
35198,7.76,"['Slice of Life']","['School']","[]"
2508,7.76,"['Comedy','Slice of Life']","['Parody']","[]"
38333,7.76,"['Comedy']","['CGDCT','Iyashikei','Workplace']","[]"
1379,7.76,"['Adventure','Drama','Fantasy']","[]","[]"
4080,7.76,"['Adventure','Comedy','Fantasy']","['Isekai','Mythology']","['Shoujo']"
19489,7.76,"['Adventure','Comedy','Fantasy']","['School']","[]"
80,7.76,"['Sci-Fi']","['Mecha','Military','Space']","[]"
1092,7.76,"['Action','Adventure','Drama','Sci-Fi']","['Mecha','Military','Space']","[]"
93,7.76,"['Action','Drama','Romance','Sci-Fi']","['Mecha','Military','Space']","[]"
35073,7.76,"['Action','Adventure','Fantasy','Supernatural']","['Isekai','Video Game']","[]"
210,7.76,"['Comedy','Fantasy','Slice of Life']","['Magical Sex Shift','Martial Arts']","['Shounen']"
154,7.76,"['Action','Adventure','Comedy','Supernatural']","['Super Power']","['Shounen']"
9930,7.76,"[]","['Idols (Female)','Music']","[]"
26,7.76,"['Action','Drama','Sci-Fi']","['Psychological']","[]"
11001,7.76,"['Action','Comedy','Romance']","['Adult Cast','Military']","[]"
91,7.75,"['Action','Drama','Sci-Fi']","['Mecha','Military','Space']","[]"
1253,7.74,"['Action','Adventure','Fantasy','Sci-Fi']","['Mythology','Super Power']","['Shounen']"
43439,7.75,"['Slice of Life','Supernatural']","[]","['Seinen']"
29829,7.75,"['Comedy','Drama','Slice of Life']","['CGDCT','Iyashikei']","[]"
407,7.75,"['Comedy','Drama','Mystery']","['Detective']","['Shounen']"
7724,7.75,"['Horror','Mystery','Supernatural','Suspense']","['Psychological','Vampire']","[]"
39940,7.75,"['Gourmet','Ecchi']","['School']","['Shounen']"
12017,7.75,"['Action','Comedy','Mystery']","['Adult Cast','Super Power']","[]"
8311,7.75,"['Adventure','Fantasy','Supernatural']","[]","['Shounen']"
49571,7.75,"['Action','Adventure','Sci-Fi']","[]","[]"
2753,7.75,"['Drama']","['Historical']","[]"
32673,7.75,"['Fantasy','Slice of Life']","['Anthropomorphic','Childcare','Iyashikei']","['Seinen']"
37985,7.75,"['Comedy','Slice of Life']","['Anthropomorphic','Workplace']","[]"
28999,7.75,"['Drama']","['School','Super Power']","[]"
1818,7.75,"['Action','Adventure','Fantasy','Supernatural']","['Gore','Mythology','Super Power']","['Shounen']"
966,7.75,"['Comedy','Slice of Life','Ecchi']","['School']","['Seinen']"
37959,7.75,"['Comedy']","['Childcare','Iyashikei']","[]"
38400,7.75,"['Sports']","['School']","[]"
28669,7.75,"['Action','Comedy','Fantasy','Slice of Life']","['Mahou Shoujo','School']","['Shoujo']"
17895,7.75,"['Comedy','Drama','Romance']","['Love Polygon']","[]"
19319,7.75,"['Action','Sci-Fi']","['Mecha']","[]"
35678,7.75,"['Drama']","['Music','Performing Arts','School']","[]"
4886,7.75,"['Adventure','Comedy','Fantasy','Romance','Supernatural']","['Mythology','Time Travel']","['Shounen']"
4814,7.75,"['Boys Love','Comedy','Drama','Romance']","[]","[]"
10357,7.75,"['Adventure','Comedy','Fantasy']","[]","[]"
35658,7.75,"['Comedy','Sports']","['Team Sports']","['Shounen']"
31733,7.74,"['Romance']","['Mahou Shoujo','Mythology']","['Shoujo']"
37924,7.74,"['Comedy','Slice of Life']","['School']","[]"
1520,7.74,"['Drama','Mystery','Suspense']","['Medical','Psychological']","[]"
985,7.74,"['Adventure','Drama','Fantasy']","[]","['Shounen']"
38145,7.74,"['Comedy','Slice of Life']","['Iyashikei','Pets']","[]"
38436,7.74,"['Action','Adventure','Fantasy','Romance','Supernatural']","['Martial Arts','Mythology']","[]"
31433,7.74,"['Drama','Sci-Fi']","['Adult Cast','Military','Space']","[]"
18153,7.74,"['Fantasy','Slice of Life','Supernatural']","[]","[]"
1887,7.74,"['Comedy']","['CGDCT','Gag Humor','Otaku Culture','School']","[]"
19703,7.74,"['Action','Fantasy','Supernatural']","[]","[]"
39196,7.74,"['Comedy','Fantasy','Supernatural']","['Isekai','Mythology','School']","['Shounen']"
1007,7.74,"['Comedy','Romance']","['Magical Sex Shift','Martial Arts']","['Shounen']"
24893,7.74,"['Action','Sci-Fi']","['Mecha','Space']","['Seinen']"
1254,7.74,"['Adventure','Fantasy','Sci-Fi']","[]","['Shounen']"
479,7.74,"['Action','Adventure','Comedy','Drama','Supernatural']","['Super Power']","['Shounen']"
23249,7.74,"['Action','Drama','Sci-Fi']","['Adult Cast','Military','Space']","[]"
1910,7.73,"['Adventure','Drama','Mystery','Slice of Life']","['Adult Cast','Historical']","['Seinen']"
48375,7.73,"['Sci-Fi','Supernatural']","[]","[]"
597,7.73,"['Adventure','Drama','Fantasy']","['Anthropomorphic']","[]"
20767,7.73,"['Comedy','Fantasy']","['Mythology','School']","['Shounen']"
20159,7.73,"['Action','Adventure','Comedy','Fantasy']","[]","['Kids']"
37442,7.73,"['Action','Sci-Fi']","['Adult Cast','Detective','Psychological']","[]"
517,7.73,"['Comedy','Romance']","['School']","['Shounen']"
534,7.73,"['Adventure','Comedy','Fantasy']","['Mythology']","[]"
48849,7.73,"['Mystery']","['Isekai','Super Power']","[]"
1279,7.73,"['Adventure','Sci-Fi']","['Historical']","[]"
1562,7.73,"['Comedy']","['Reverse Harem']","['Shoujo']"
36214,7.73,"['Girls Love','Romance']","['School']","['Shoujo']"
51218,7.73,"[]","['Music']","[]"
978,7.73,"['Action','Adventure','Horror','Sci-Fi']","['Mecha','Psychological']","['Shounen']"
39764,7.73,"['Action','Comedy','Drama','Mystery']","['Detective']","['Shounen']"
317,7.73,"['Action','Fantasy']","['Super Power']","[]"
39014,7.73,"['Sports']","['School']","[]"
31637,7.73,"['Action','Adventure','Fantasy']","['Isekai','Military']","[]"
50030,7.73,"[]","['Music']","[]"
6984,7.73,"['Comedy','Slice of Life']","['CGDCT','Iyashikei','School','Visual Arts']","['Seinen']"
35363,7.73,"['Fantasy','Slice of Life']","[]","[]"
31483,7.72,"['Drama','Fantasy','Romance']","[]","['Shoujo']"
10090,7.73,"['Mystery','Sci-Fi']","['Adult Cast','Detective','Mecha','Military']","['Seinen']"
283,7.72,"['Drama','Slice of Life']","['Historical','Iyashikei']","[]"
9074,7.72,"['Comedy','Romance']","[]","['Seinen']"
6024,7.72,"['Comedy','Slice of Life']","['Pets']","['Seinen']"
8514,7.72,"['Action','Fantasy']","['Adult Cast','Mecha','Military']","['Shounen']"
2724,7.72,"['Action','Adventure','Sci-Fi']","['Mecha','Music','Otaku Culture']","[]"
14741,7.72,"['Comedy','Romance']","['School']","[]"
28479,7.72,"['Action','Mystery']","['Detective']","['Shounen']"
27633,7.72,"['Comedy','Romance']","['School']","[]"
25303,7.72,"['Sports']","['Team Sports']","['Shounen']"
13119,7.72,"['Action','Drama','Supernatural']","['Historical','Samurai']","['Josei']"
47402,7.72,"['Romance']","['Music']","[]"
33899,7.72,"['Drama']","['Idols (Male)','Music']","[]"
38777,7.72,"['Fantasy']","['School']","['Shounen']"
13767,7.72,"['Boys Love','Comedy','Drama','Romance']","[]","[]"
35860,7.72,"['Comedy']","['Iyashikei','Romantic Subtext','School']","['Shounen']"
22673,7.72,"['Comedy','Sports']","['Team Sports']","[]"
1211,7.72,"['Action','Adventure','Romance','Sci-Fi']","['Mecha','Military','Space']","[]"
25015,7.72,"['Action','Fantasy','Supernatural']","[]","[]"
1462,7.72,"['Drama','Horror','Sci-Fi']","['Psychological']","[]"
709,7.72,"['Action','Adventure','Fantasy','Sci-Fi','Slice of Life']","['Survival']","[]"
464,7.72,"['Action','Adventure','Drama','Fantasy']","[]","['Shounen']"
34914,7.72,"['Comedy']","['CGDCT','Otaku Culture','Workplace']","[]"
21339,7.72,"['Action','Sci-Fi']","['Adult Cast','Detective','Military']","[]"
31289,7.72,"['Action','Adventure','Fantasy']","[]","['Shounen']"
1719,7.72,"['Action','Comedy','Drama']","[]","['Seinen']"
6591,7.72,"['Romance']","['Historical']","[]"
5074,7.72,"['Action','Comedy','Sci-Fi']","[]","[]"
43523,7.72,"['Action','Adventure','Comedy','Fantasy']","['Isekai']","[]"
1375,7.72,"['Comedy','Romance','Slice of Life']","['Historical','School']","['Shoujo']"
43299,7.72,"['Drama','Fantasy']","['Psychological']","[]"
23755,7.71,"['Action','Adventure','Fantasy']","[]","['Shounen']"
31704,7.71,"['Action','Comedy']","['Parody','Super Power']","['Seinen']"
15959,7.71,"['Action','Supernatural']","['Mythology']","['Shounen']"
8795,7.71,"['Action','Comedy','Supernatural','Ecchi']","['Gag Humor','Parody']","[]"
42091,7.71,"['Action','Drama']","['Gore','Military','Survival']","['Shounen']"
95,7.71,"['Action','Adventure','Drama','Romance','Sci-Fi']","['Mecha','Military','Space']","[]"
40620,7.71,"['Comedy','Slice of Life']","['Adult Cast','Gag Humor','Showbiz','Workplace']","[]"
49838,7.71,"[]","['Music']","[]"
7193,7.71,"['Drama','Suspense']","['Historical','Psychological']","['Seinen']"
10218,7.71,"['Action','Adventure','Fantasy','Supernatural']","['Gore','Military','Mythology']","['Seinen']"
530,7.71,"['Romance']","['Mahou Shoujo','Mythology']","['Shoujo']"
32370,7.71,"['Action','Adventure']","['Mythology','Super Power']","['Shounen']"
12117,7.71,"['Adventure','Comedy','Mystery','Sports']","['Detective','Team Sports']","['Shounen']"
6033,7.71,"['Action','Adventure','Comedy','Fantasy']","['Martial Arts','Super Power']","['Shounen']"
1281,7.71,"['Horror','Mystery','Supernatural']","[]","[]"
18619,7.71,"['Sports']","['Military','School']","[]"
8426,7.71,"['Drama','Romance','Slice of Life']","['School']","['Seinen']"
5835,7.71,"['Drama','Romance']","['Reverse Harem']","['Shoujo']"
38619,7.71,"['Comedy']","['Gag Humor','School']","[]"
32870,7.71,"['Sports']","['School','Team Sports']","['Shounen']"
20517,7.71,"['Comedy','Drama','Romance','Slice of Life','Supernatural']","['School']","[]"
474,7.71,"['Drama','Romance','Sci-Fi']","['Adult Cast','Mecha','Military','Space']","[]"
39959,7.7,"['Comedy','Slice of Life']","['School']","[]"
8516,7.7,"['Comedy','Romance']","['Love Polygon','School','Super Power']","[]"
39619,7.7,"[]","['Music']","[]"
41780,7.7,"[]","['Music']","[]"
40429,7.7,"['Romance']","['Mahou Shoujo','Mythology']","['Shoujo']"
740,7.7,"['Romance']","['Mahou Shoujo','Mythology']","['Shoujo']"
531,7.7,"['Drama','Romance']","['Mahou Shoujo']","['Shoujo']"
2994,7.7,"['Supernatural','Suspense']","['Psychological']","['Shounen']"
38671,7.7,"['Action','Supernatural']","[]","['Shounen']"
28907,7.7,"['Action','Adventure','Fantasy']","['Isekai','Military']","[]"
3603,7.7,"['Action','Adventure','Horror']","['Vampire']","['Shounen']"
34544,7.7,"['Action','Drama','Fantasy','Horror','Supernatural']","[]","[]"
32869,7.7,"['Sports']","['School','Team Sports']","['Shounen']"
